Date,Volume,RSI,MACD,MACD_Signal,BB_High,BB_Low
2000-01-03,535796800,100.0,0.005933672351273844,0.014197437398282492,0.8815294608491713,0.6716614261251634
2000-01-04,512377600,0.0,0.005933672351273844,0.014197437398282492,0.8815294608491713,0.6716614261251634
2000-01-05,778321600,14.613888274361628,0.005933672351273844,0.014197437398282492,0.8815294608491713,0.6716614261251634
2000-01-06,767972800,7.516000770454241,0.005933672351273844,0.014197437398282492,0.8815294608491713,0.6716614261251634
2000-01-07,460734400,26.689139839749615,0.005933672351273844,0.014197437398282492,0.8815294608491713,0.6716614261251634
2000-01-10,505064000,24.557008066743094,0.005933672351273844,0.014197437398282492,0.8815294608491713,0.6716614261251634
2000-01-11,441548800,19.711769017762762,0.005933672351273844,0.014197437398282492,0.8815294608491713,0.6716614261251634
2000-01-12,976068800,15.943068788675092,0.005933672351273844,0.014197437398282492,0.8815294608491713,0.6716614261251634
2000-01-13,1032684800,37.91768983360588,0.005933672351273844,0.014197437398282492,0.8815294608491713,0.6716614261251634
2000-01-14,390376000,43.997652020225914,0.005933672351273844,0.014197437398282492,0.8815294608491713,0.6716614261251634
2000-01-18,459177600,49.09367979049483,0.005933672351273844,0.014197437398282492,0.8815294608491713,0.6716614261251634
2000-01-19,597643200,52.579011132084524,0.005933672351273844,0.014197437398282492,0.8815294608491713,0.6716614261251634
2000-01-20,1831132800,60.31252071383342,0.005933672351273844,0.014197437398282492,0.8815294608491713,0.6716614261251634
2000-01-21,495924800,57.1478296097413,0.005933672351273844,0.014197437398282492,0.8815294608491713,0.6716614261251634
2000-01-24,440876800,50.53855275648482,0.005933672351273844,0.014197437398282492,0.8815294608491713,0.6716614261251634
2000-01-25,497145600,56.900534422609944,0.005933672351273844,0.014197437398282492,0.8815294608491713,0.6716614261251634
2000-01-26,367158400,54.31430200051872,0.005933672351273844,0.014197437398282492,0.8815294608491713,0.6716614261251634
2000-01-27,340144000,54.073697241832555,0.005933672351273844,0.014197437398282492,0.8815294608491713,0.6716614261251634
2000-01-28,423348800,44.574734030059155,0.005933672351273844,0.014197437398282492,0.8815294608491713,0.6716614261251634
2000-01-31,701680000,47.11330250032751,0.005933672351273844,0.014197437398282492,0.8815294608491713,0.6716614261251634
2000-02-01,318035200,43.57331793519353,0.005933672351273844,0.014197437398282492,0.873261006132529,0.6711483940921568
2000-02-02,464195200,42.17172884383286,0.005933672351273844,0.014197437398282492,0.8727071809716829,0.6689314913801543
2000-02-03,475193600,47.829041901910834,0.005933672351273844,0.014197437398282492,0.8723664236535712,0.6687557625303583
2000-02-04,425320000,52.988251931701754,0.005933672351273844,0.014197437398282492,0.8752389456230085,0.6756509040397722
2000-02-07,441067200,58.6795461951123,0.005933672351273844,0.014197437398282492,0.8858668464182091,0.6759646040441323
2000-02-08,408643200,59.38917397845433,0.005933672351273844,0.014197437398282492,0.895833443071559,0.6788650110700579
2000-02-09,299364800,56.49570603092857,0.00862546846476342,0.014197437398282492,0.8977814322464279,0.6918501729018876
2000-02-10,302982400,57.36565006945572,0.011160615828824105,0.014197437398282492,0.8882377565662919,0.7211638449866714
2000-02-11,212251200,51.36166995838017,0.01017263714640515,0.014197437398282492,0.8848288914029951,0.7335889915163163
2000-02-14,367539200,58.34279674163287,0.013515705552463508,0.014197437398282492,0.8906980872965928,0.7392719029568557
2000-02-15,485744000,61.059416131242074,0.01789140004690115,0.014197437398282492,0.902036439989164,0.7392508451003288
2000-02-16,378246400,55.13710146193749,0.018193810695721346,0.014197437398282492,0.9058502470650892,0.7411191249689836
2000-02-17,289497600,55.84669746258276,0.01867297505797516,0.014197437398282492,0.9072206238651401,0.740781893358218
2000-02-18,233441600,51.59895952660966,0.0166628630857939,0.014197437398282492,0.9071834584371671,0.7407721022470369
2000-02-22,422296000,54.24805374114536,0.01643394719088276,0.014644739356802546,0.9102054912946279,0.7434321444132274
2000-02-23,473099200,56.67708855174618,0.017528271374469995,0.015221445760336037,0.913903242060708,0.7427397969274054
2000-02-24,376432000,55.31868093065475,0.01755843484848918,0.015688843577966665,0.9173131080679138,0.7430984226651947
2000-02-25,249144000,49.4340762134202,0.014488160478039913,0.015448706957981315,0.9174386091826147,0.7432546846272762
2000-02-28,328328000,52.66327132832656,0.013640768804820236,0.0150871193273491,0.9165753939064876,0.7528524181929692
2000-02-29,368961600,54.170729490309434,0.013645578507114453,0.014798811163302172,0.9173247594699688,0.7602741222515278
2000-03-01,1077003200,67.05907282462033,0.022896417619723164,0.016418332454586373,0.9402544752474498,0.7599320157651235
2000-03-02,311259200,57.78571121844072,0.024901057006612604,0.01811487736499162,0.9387627656530854,0.7788458530831818
2000-03-03,323366400,61.88303955342495,0.029784063102969882,0.020448714512587274,0.9505707799328741,0.7855868877039972
2000-03-06,210560000,59.48660350018357,0.0318843593683541,0.02273584348374064,0.9592871300963844,0.7901601441116844
2000-03-07,273011200,56.614875433262135,0.031480769355062055,0.024484828658004925,0.9647229949450498,0.7913455863976473
2000-03-08,271230400,55.71380841818408,0.030281386727086135,0.02564414027182117,0.96868859965208,0.7927333728611188
2000-03-09,276718400,55.92962363309898,0.029146445286205247,0.026344601274697985,0.9722803632477269,0.7963734527369991
2000-03-10,248606400,58.94616136402262,0.03002289045862705,0.0270802591114838,0.9793957540741335,0.7984621634730925
2000-03-13,303956800,53.90794353973536,0.02770767134585339,0.02720574155835772,0.9782946396064942,0.8090021323966796
2000-03-14,428579200,47.019850045544246,0.021344952541541673,0.02603358375499451,0.9785099971563032,0.8076127719610522
